ID,nExpediente,EMPRESA,AUTÓNOMO,Nº TRABAJADORES,Tipo actividad,Fecha Entrada,Fecha Salida,Base modelo 190,Base modelo 180,importe neto,aprovisionamientos,otros ingresos explotación,ingresos financiero,gastos financieros,deterioro ingresos financieros,inspección HACIENDA,nº socios,pagos gestoria,ha pagado a la gestoría,solicita aplazamientos pago,certificado electrónico,reuniones anuales,envia documentacion por correo,se realiza la declaracion de la renta
493,2300493,0,1,0.0,zapateria,2008-03-08,,0,716,50848,21197.70562549444,,33,8.116227623599826,0.0,0.0,,72.6,Sí,0,0,,sí,sí
494,2300494,0,1,0.0,restauracion,2015-12-04,,0,908,495733,192868.12087816044,,52,65.10542288689723,0.0,1.0,,72.6,Sí,0,1,,sí,sí
495,2300495,0,1,0.0,restauracion,2010-04-24,,0,594,50906,19479.1582001194,,22,7.545723762175666,0.0,0.0,,72.6,Sí,0,0,,sí,sí
496,2310496,1,0,18.0,construccion,2008-12-31,,27684,1133,683648,224003.0440197124,,61,75.44124115709917,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
497,2300497,0,1,0.0,restauracion,2015-11-22,,0,866,55188,22629.616635405702,,27,8.59157718236564,0.0,0.0,,72.6,Sí,0,0,,sí,sí
498,2300498,0,1,1.0,restauracion,2008-11-17,,1367,1172,591646,177043.6645132631,,48,59.85219953803217,0.0,1.0,,121.0,Sí,0,1,,sí,sí
499,2310499,1,0,24.0,construccion,2013-07-14,,30696,994,162707,57969.20538629231,,23,20.32321260064502,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
500,2300500,0,1,0.0,restauracion,2008-04-22,,0,586,34478,11835.90174389735,,27,5.008402267438196,0.0,0.0,,72.6,Sí,1,0,,no,sí
501,2300501,0,1,3.0,construccion,2022-12-18,,4881,1148,69956,28306.915067955768,,38,10.476262254423116,0.0,0.0,,162.5,Sí,0,1,,sí,sí
502,2300502,0,1,0.0,construccion,2003-11-07,,0,1015,49735,18398.93825958235,,28,7.187124611425274,0.0,1.0,,72.6,Sí,0,1,,sí,sí
503,2300503,0,1,0.0,restauracion,2012-01-31,,0,1112,291801,97436.6851865423,,52,33.42517842030166,0.0,0.0,,72.6,Sí,0,0,,sí,sí
504,2300504,0,1,3.0,fontaneria,2014-06-30,,3585,1192,76615,22458.7877208268,,41,8.534867338941392,0.0,0.0,,162.5,Sí,1,1,1.0,sí,sí
505,2300505,0,1,3.0,construccion,2007-08-28,,3306,706,68203,21853.322467393748,,26,8.33387185872278,0.0,0.0,,162.5,Sí,1,1,,sí,sí
506,2300506,0,1,0.0,educacion,2018-09-06,,0,965,44913,15770.275748253704,,42,6.314491077458848,0.0,0.0,,72.6,Sí,0,0,,sí,sí
507,2300507,0,1,1.0,limpieza,2012-02-13,,1373,844,76176,25544.00564897068,,32,9.559062956328573,0.0,0.0,,121.0,Sí,0,0,,sí,sí
508,2310508,1,0,4.0,construccion,2010-10-27,,5368,588,136993,56559.90461250743,,32,19.855368931345712,0.0,0.0,1.0,460.0,No,0,1,1.0,sí,sí
509,2310509,1,0,14.0,construccion,2011-04-19,,17640,599,135737,49357.206571378425,,25,17.464299017031543,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
510,2300510,0,1,2.0,restauracion,,,2650,742,71500,27097.03246985496,,27,10.074619166839556,0.0,0.0,,142.45,Sí,0,1,,no,sí
511,2310511,1,0,16.0,construccion,2015-09-30,,24352,704,147985,53776.17643787335,,31,18.93125845913259,0.0,0.0,5.0,460.0,Sí,0,1,,sí,sí
512,2300512,0,1,0.0,construccion,2013-04-06,,0,840,36050,12138.586560608832,,30,5.108884136124875,0.0,0.0,,72.6,Sí,0,1,,sí,sí
513,2300513,0,1,0.0,fontaneria,2001-10-18,,0,507,45828,13225.379734168357,,39,5.469665394139806,0.0,1.0,,72.6,Sí,0,0,,sí,sí
514,2300514,0,1,0.0,restauracion,2011-02-24,,0,586,624650,177611.77194920884,,63,60.040793394172105,0.0,0.0,,72.6,Sí,0,0,,sí,sí
515,2300515,0,1,0.0,restauracion,2017-04-05,,0,707,58777,21837.07074899666,,30,8.328476797775718,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
516,2300516,0,1,2.0,fontaneria,2008-04-16,,2754,532,597095,225270.87289398204,,54,75.86212059150759,0.0,1.0,,142.45,Sí,1,1,1.0,no,sí
517,2310517,1,0,24.0,construccion,2005-05-25,,35304,533,141389,43150.02266800316,,23,15.403708582832332,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
518,2300518,0,1,0.0,construccion,2001-06-29,,0,833,39669,14625.94381593541,,36,5.934608755621795,0.0,0.0,,72.6,Sí,0,1,1.0,no,sí
519,2300519,0,1,0.0,restauracion,2007-02-25,,0,1141,52725,14842.774506513688,,27,6.006589746325719,0.0,0.0,,72.6,No,0,1,,sí,sí
520,2300520,0,1,0.0,comercio alimentacion,2002-01-03,,0,1015,798967,273438.6641752009,,60,91.85231703092876,0.0,0.0,,72.6,Sí,0,1,,sí,sí
521,2300521,0,1,0.0,restauracion,2011-01-31,,0,923,937093,299002.8747651012,,47,100.338833399609,0.0,0.0,,72.6,Sí,0,0,,sí,sí
522,2310522,1,0,10.0,construccion,2015-01-14,,12100,748,145927,58895.80393366212,,29,20.63081426555056,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
523,2310523,1,0,12.0,construccion,2018-01-18,,16656,946,728212,235312.8053838884,,45,79.19572732069173,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
524,2300524,0,1,1.0,fontaneria,2018-10-30,,1331,562,73054,24451.960466340417,,30,9.196538195975066,0.0,0.0,,121.0,Sí,0,1,,no,sí
525,2310525,1,0,17.0,construccion,2002-12-07,,25245,1112,177297,53614.551771550505,,22,18.877604137536867,0.0,1.0,1.0,460.0,Sí,0,1,1.0,sí,sí
526,2300526,0,1,2.0,construccion,2002-06-17,,2784,783,79718,23779.31446100136,,27,8.97324081252711,0.0,1.0,,142.45,No,0,1,,sí,sí
527,2300527,0,1,3.0,restauracion,2003-05-13,,4092,1110,1060687,347743.71639816364,,59,116.51926458826668,63.10115678679949,0.0,,162.5,No,0,1,,no,sí
528,2300528,0,1,1.0,educacion,2015-06-15,,1659,865,69775,26861.008018635897,,28,9.99626644940925,0.0,0.0,,121.0,Sí,0,0,,sí,sí
529,2310529,1,0,21.0,construccion,2002-01-15,,23100,730,130673,37832.09817934064,,37,13.638324392237775,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
530,2300530,0,1,1.0,restauracion,2018-01-01,,1263,931,80893,23323.964387221,,27,8.822078865201284,0.0,0.0,,121.0,Sí,0,0,,sí,sí
531,2310531,1,0,10.0,construccion,2007-03-12,,11260,836,893005,351442.25619373645,,53,117.7470638353807,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
532,2300532,0,1,2.0,construccion,2004-12-12,,2580,740,61487,21728.719271794987,,39,8.292507504626258,0.0,0.0,,142.45,Sí,0,0,,sí,sí
533,2300533,0,1,0.0,restauracion,2002-06-15,,0,614,54324,21749.612166956533,,38,8.29944329073841,0.0,0.0,,72.6,Sí,0,1,,sí,sí
534,2310534,1,0,1.0,construccion,2021-02-04,,1771,1011,166880,61059.26192331728,,38,21.34901448446967,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
535,2310535,1,0,10.0,construccion,2003-07-14,,17410,701,109639,31902.96574192201,,33,11.67003832663537,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
536,2310536,1,0,11.0,construccion,2020-08-13,,14949,1165,175205,53321.69865686412,,36,18.78038608565668,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
537,2300537,0,1,1.0,restauracion,2012-04-14,,1359,948,1072352,366627.614136754,,49,122.78812654664628,42.78635846644878,1.0,,121.0,Sí,1,1,,sí,sí
538,2300538,0,1,0.0,restauracion,2003-06-11,,0,1001,56905,17434.816805463513,,41,6.867066517982412,0.0,0.0,,72.6,Sí,0,0,,sí,sí
539,2300539,0,1,1.0,restauracion,2007-05-27,,1216,580,72174,28955.562861771607,,37,10.691592984091772,0.0,1.0,,121.0,No,0,1,,sí,sí
540,2300540,0,1,2.0,peluqueria,2008-03-22,,2528,1009,1052644,439268.4353848949,,57,146.902601601091,11.077275040799154,0.0,,142.45,Sí,0,1,,no,sí
541,2310541,1,0,7.0,construccion,2018-05-17,,10682,1112,118653,43504.3580433461,,33,15.521336817519083,0.0,0.0,3.0,460.0,Sí,1,1,,sí,sí
542,2300542,0,1,0.0,restauracion,2019-02-24,,0,507,46257,17153.672336568132,,33,6.773735369388793,0.0,0.0,,72.6,Sí,0,0,,sí,sí
543,2300543,0,1,0.0,restauracion,2003-07-06,,0,907,252206,102012.4661928008,,45,34.944194244105375,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
544,2300544,0,1,0.0,restauracion,2011-07-09,,0,741,30024,11255.961230378978,,29,4.815880200561666,0.0,0.0,,72.6,Sí,0,1,,sí,sí
545,2300545,0,1,1.0,peluqueria,2005-05-03,,1233,796,72693,24276.9980574338,,38,9.138456162036714,0.0,0.0,,121.0,Sí,0,1,,sí,sí
546,2310546,1,0,25.0,construccion,2009-05-03,,29575,1050,145125,45507.877225791824,,29,16.18644236720924,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
547,2300547,0,1,1.0,restauracion,2018-05-21,,1794,1049,70611,23817.635419780865,,37,8.985962169316208,0.0,1.0,,121.0,Sí,0,1,,sí,sí
548,2300548,0,1,0.0,fontaneria,2022-05-15,,0,1125,937136,389242.1195216125,,44,130.29543327310668,0.0,0.0,,72.6,Sí,1,1,,sí,sí
549,2300549,0,1,2.0,restauracion,2020-09-20,,2502,1113,876210,255185.2551981436,,48,85.79275757286314,0.0,0.0,,142.45,Sí,0,0,,sí,sí
550,2300550,0,1,0.0,construccion,2013-04-18,,0,952,487877,143636.59127426049,,62,48.76209867708472,0.0,0.0,,72.6,Sí,0,1,,sí,sí
551,2300551,0,1,0.0,fontaneria,2018-09-05,,0,726,41338,15408.329794243602,,43,6.194336369278738,0.0,1.0,,72.6,Sí,0,0,,sí,sí
552,2310552,1,0,6.0,construccion,2017-01-02,,7902,750,190208,69342.52953153248,,24,24.098799614586262,0.0,0.0,5.0,460.0,Sí,0,1,0.0,sí,sí
553,2300553,0,1,0.0,restauracion,2005-04-02,,0,805,32318,12384.95761877697,,30,5.190671602651966,0.0,0.0,,72.6,Sí,0,1,,sí,sí
554,2300554,0,1,0.0,restauracion,2021-03-12,,0,1042,37998,15432.034591329097,,32,6.202205618664509,0.0,0.0,,72.6,Sí,0,1,,sí,sí
555,2300555,0,1,1.0,restauracion,2022-03-25,,1340,975,137265,48322.39399703975,,27,17.120773688144176,0.0,1.0,,121.0,Sí,0,0,,sí,sí
556,2310556,1,0,11.0,construccion,2006-03-13,,14344,827,1094866,360257.9149267214,,50,120.67358612618568,45.73967264233375,0.0,1.0,460.0,Sí,0,1,,sí,sí
557,2310557,1,0,25.0,construccion,2018-06-26,,43075,921,244341,86215.68767929067,,50,29.70015907408204,0.0,1.0,2.0,460.0,Sí,0,1,,sí,sí
558,2300558,0,1,0.0,restauracion,2018-03-04,,0,750,42322,12883.31799314033,,26,5.35611162121476,0.0,1.0,,72.6,Sí,0,0,,sí,sí
559,2300559,0,1,1.0,restauracion,2016-01-07,,1793,809,501961,203820.87134441864,,45,68.74139262619724,0.0,0.0,,121.0,Sí,0,0,,sí,sí
560,2300560,0,1,2.0,comercio alimentacion,2018-09-13,,2676,1115,76490,28723.77270457883,,43,10.614645919514995,0.0,1.0,,142.45,Sí,0,1,0.0,no,sí
561,2300561,0,1,0.0,restauracion,2003-12-07,,0,1148,324544,130432.26810220862,,48,44.378677395880246,0.0,0.0,,72.6,Sí,0,1,,sí,sí
562,2310562,1,0,11.0,construccion,2004-12-05,,12573,525,427336,137746.53646838185,,49,46.806785159902994,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
563,2300563,0,1,0.0,empresa de telefonia,2014-06-05,,0,923,657316,266296.00088544126,,49,89.4811767717234,0.0,0.0,,72.6,Sí,0,1,,sí,sí
564,2300564,0,1,0.0,limpieza,2011-02-02,,0,758,47003,14160.512974670157,,28,5.780100309566093,0.0,1.0,,72.6,No,0,1,,sí,sí
565,2300565,0,1,0.0,restauracion,2021-04-30,,0,988,905133,300349.13613491936,,47,100.78574996334586,0.0,0.0,,72.6,Sí,0,0,,sí,sí
566,2300566,0,1,0.0,educacion,2006-11-20,,0,1190,1092188,316755.0028886413,,61,106.23198333160224,81.62645058125885,0.0,,72.6,Sí,0,1,,sí,sí
567,2300567,0,1,0.0,restauracion,2020-09-14,,0,709,225933,82590.74333840967,,37,28.496791210393926,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
568,2300568,0,1,1.0,educacion,2021-04-01,,1102,1116,62386,19585.02152762793,,42,7.580867067641122,0.0,1.0,,121.0,Sí,0,1,,sí,sí
569,2300569,0,1,0.0,fontaneria,2010-11-25,,0,1115,275063,86038.81511860185,,62,29.64144292964341,0.0,0.0,,72.6,Sí,0,1,0.0,no,sí
570,2300570,0,1,0.0,empresa de telefonia,2022-06-21,,0,1109,56509,23682.422119882576,,31,8.941075593264319,0.0,0.0,,72.6,Sí,1,0,,sí,sí
571,2300571,0,1,2.0,educacion,2007-12-22,,3352,503,66099,20728.369615680964,,26,7.960422784029827,0.0,0.0,,142.45,Sí,0,0,,no,sí
572,2310572,1,0,19.0,construccion,2014-07-05,,22268,526,297704,104716.77791051524,,61,35.84194094266622,0.0,0.0,1.0,460.0,Sí,1,1,,sí,no
573,2310573,1,0,10.0,construccion,2004-07-27,,14970,937,184861,67717.55402581416,,24,23.55935869660888,0.0,1.0,1.0,460.0,Sí,0,1,1.0,sí,no
574,2300574,0,1,0.0,construccion,2003-11-23,,0,611,47823,19876.55494006534,,41,7.677647019752952,0.0,0.0,,72.6,Sí,0,1,,no,sí
575,2300575,0,1,3.0,peluqueria,2012-05-27,,3990,691,74303,30622.61748491849,,25,11.245002849695425,0.0,0.0,,162.5,Sí,0,1,,sí,sí
576,2300576,0,1,2.0,construccion,2021-02-25,,3108,755,77709,26232.54395533477,,35,9.78763608542534,0.0,0.0,,142.45,Sí,0,1,,sí,sí
577,2310577,1,0,13.0,construccion,2010-08-01,,22698,869,116285,34380.862920111846,,33,12.49262249713671,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
578,2300578,0,1,0.0,comercio alimentacion,2013-08-08,,0,978,30306,9309.014071739966,,35,4.16955478900082,0.0,1.0,,72.6,Sí,1,0,,sí,sí
579,2300579,0,1,0.0,restauracion,2005-09-22,,0,1127,45169,12711.986693806562,,26,5.299235001803805,0.0,0.0,,72.6,Sí,0,0,,sí,sí
580,2300580,0,1,0.0,zapateria,2010-03-29,,0,941,952825,266917.36708096386,,61,89.68745086615333,0.0,1.0,,72.6,Sí,0,0,1.0,sí,sí
581,2310581,1,0,15.0,construccion,2018-03-01,,24165,565,181709,70646.91664695967,,28,24.53181523880201,0.0,0.0,5.0,460.0,Sí,0,1,1.0,sí,sí
582,2300582,0,1,2.0,restauracion,2004-09-03,,3584,1118,150699,49724.43997194156,,37,17.58620899168323,0.0,,,142.45,Sí,0,1,,no,sí
583,2300583,0,1,2.0,restauracion,2011-04-02,,3340,827,67409,24994.03636662572,,24,9.376490398475532,0.0,0.0,,142.45,Sí,1,0,,sí,sí
584,2310584,1,0,2.0,construccion,2021-07-06,,2420,1183,174262,62535.024800406056,,43,21.83892148819512,0.0,,1.0,460.0,Sí,0,1,1.0,sí,no
585,2300585,0,1,0.0,restauracion,2009-03-30,,0,1081,44231,17829.245014928747,,42,6.9980043165162105,0.0,0.0,,72.6,Sí,1,1,,sí,sí
586,2310586,1,0,10.0,construccion,2013-07-21,,13540,924,535223,192972.1364221653,,54,65.13995278617534,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
587,2310587,1,0,7.0,construccion,2018-12-08,,11844,1113,1001075,295736.9475891166,,61,99.2546479779453,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
588,2310588,1,0,20.0,construccion,2007-10-12,,28260,1159,192136,77454.16850728766,,27,26.79160942001665,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
589,2310589,1,0,18.0,construccion,2017-05-18,,32094,534,821339,313084.1962346532,,64,105.01339061794192,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
590,2300590,0,1,,zapateria,2020-02-20,,0,713,555505,179460.58933359323,,65,60.65454279746788,0.0,0.0,,72.6,No,1,1,,sí,sí
591,2300591,0,1,3.0,fontaneria,2017-12-14,,4770,588,71520,27589.046048415225,,26,10.237952248194874,0.0,0.0,,162.5,Sí,1,1,,no,sí
592,2300592,0,1,0.0,zapateria,2004-12-11,,0,1106,40979,13729.79875589104,,26,5.637116693661428,0.0,0.0,,72.6,Sí,0,0,,no,sí
593,2300593,0,1,2.0,restauracion,2021-08-28,,2642,1140,64360,25779.10738421716,,37,9.637109360987065,0.0,1.0,,142.45,Sí,0,0,,sí,sí
594,2300594,0,1,0.0,restauracion,2021-12-29,,0,716,58042,20278.917906031216,,24,7.811218908656464,0.0,0.0,,72.6,Sí,0,1,,sí,sí
595,2300595,0,1,0.0,construccion,2008-07-02,,0,865,991204,361597.3773823613,,55,121.11824566359032,0.0,0.0,,72.6,Sí,1,1,1.0,sí,sí
596,2300596,0,1,1.0,informatica,2006-08-31,,1593,1016,76110,22096.23945357445,,24,8.414512681649947,0.0,,,121.0,Sí,0,0,,no,sí
597,2300597,0,1,0.0,construccion,2018-12-28,,0,564,57374,22760.391759691505,,23,8.634990423269942,0.0,1.0,,72.6,Sí,0,0,,sí,sí
598,2300598,0,1,0.0,restauracion,2021-08-02,,0,920,56747,19795.26450790276,,36,7.650661145077151,0.0,0.0,,72.6,Sí,0,1,,no,sí
599,2300599,0,1,0.0,construccion,2005-05-01,,0,1072,31027,9288.138658757469,,41,4.1626248064239695,0.0,0.0,,72.6,No,0,1,,no,sí
600,2300600,0,1,1.0,empresa de telefonia,2008-11-13,,1545,1190,67278,19307.77316103245,,38,7.488829302851626,0.0,0.0,,121.0,Sí,0,0,,sí,sí
601,2310601,1,0,23.0,construccion,2022-10-28,,27071,683,344001,113753.71243769114,,55,38.841919859201546,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
602,2300602,0,1,1.0,construccion,2022-05-09,,1624,968,119060,49454.21882919854,,23,17.496504044879273,0.0,0.0,,121.0,Sí,0,0,1.0,sí,sí
603,2300603,0,1,2.0,restauracion,2017-08-06,,2426,962,62538,24852.70330502186,,23,9.329572253418052,0.0,1.0,,142.45,Sí,1,0,,sí,sí
604,2310604,1,0,2.0,construccion,2020-04-01,,3322,522,118780,43441.88528230116,,35,15.500597819639992,0.0,0.0,3.0,460.0,Sí,1,1,0.0,sí,no
605,2300605,0,1,0.0,restauracion,2015-05-09,,0,583,39102,13590.090250931433,,28,5.590737850473055,0.0,0.0,,72.6,Sí,0,0,,sí,sí
606,2300606,0,1,0.0,restauracion,2004-07-21,,0,817,30013,12444.749514145227,,35,5.210520637182983,0.0,0.0,,72.6,Sí,0,1,,no,sí
607,2310607,1,0,11.0,construccion,2001-05-31,,19679,667,152468,63100.83061217859,,28,22.02675127727529,0.0,0.0,5.0,460.0,Sí,0,1,,sí,sí
608,2310608,1,0,9.0,construccion,2008-06-01,,13473,1197,493694,173676.34704641736,,63,58.73435571882114,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
609,2300609,0,1,0.0,restauracion,2003-12-31,,0,530,41423,12487.2875949119,,38,5.22464194624704,0.0,0.0,,72.6,Sí,0,0,,sí,sí
610,2300610,0,1,3.0,construccion,2011-11-23,,3351,840,76269,27048.85470188061,,25,10.058625658450827,0.0,0.0,,162.5,Sí,0,0,,sí,sí
611,2300611,0,1,0.0,restauracion,2006-01-10,,0,904,39600,13182.014698802674,,36,5.455269562077436,0.0,0.0,,72.6,Sí,0,0,,sí,sí
612,2300612,0,1,0.0,construccion,2001-06-18,,0,942,921652,352629.38806213194,,46,118.1411543940346,0.0,0.0,,72.6,Sí,0,1,,sí,sí
613,2300613,0,1,0.0,empresa de telefonia,2006-04-10,,0,1081,877737,296694.8295920844,,49,99.57263476923946,0.0,0.0,,72.6,Sí,0,0,,sí,sí
614,2310614,1,0,21.0,construccion,2007-07-17,,30030,958,138313,39147.19274898035,,29,14.074894555527663,0.0,0.0,2.0,460.0,Sí,1,1,1.0,sí,sí
615,2310615,1,0,6.0,construccion,2019-10-22,,9132,844,193736,76334.16932944192,,37,26.41980480972873,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
616,2300616,0,1,0.0,construccion,2004-07-24,,0,703,50913,19888.65667211615,,36,7.681664415352845,0.0,0.0,,72.6,No,0,0,,no,sí
617,2300617,0,1,0.0,restauracion,2011-12-22,,0,752,41534,15339.709482130884,,25,6.171556577197125,0.0,0.0,,72.6,Sí,0,0,,sí,sí
618,2300618,0,1,2.0,restauracion,2008-06-08,,3064,826,77616,30633.936388307928,,42,11.24876037072476,0.0,1.0,,142.45,Sí,0,1,1.0,sí,sí
619,2300619,0,1,0.0,construccion,2009-05-04,,0,936,568663,162562.817898965,,51,55.045012498462896,0.0,0.0,,72.6,Sí,1,1,,sí,sí
620,2300620,0,1,1.0,informatica,2007-06-01,,1577,1025,78107,30137.91622539875,,29,11.084097228989132,0.0,0.0,,121.0,Sí,0,1,,sí,sí
621,2300621,0,1,2.0,construccion,2009-07-10,,3294,1123,63737,21905.25389546571,,41,8.351111464570643,0.0,1.0,,142.45,Sí,0,1,,no,sí
622,2300622,0,1,3.0,fontaneria,2011-09-03,,4665,721,62866,18793.956481739217,,28,7.318258275673276,0.0,1.0,,162.5,Sí,0,1,,sí,sí
623,2300623,0,1,0.0,restauracion,2007-11-07,,0,509,167778,49199.42335661087,,41,17.411919936906262,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
624,2300624,0,1,0.0,fontaneria,2005-07-26,,0,1066,34698,13063.023646829006,,39,5.415768263699775,0.0,0.0,,72.6,Sí,0,1,,sí,sí
625,2300625,0,1,1.0,empresa de telefonia,2014-11-15,,1491,1195,61434,22779.031046921384,,33,8.641178082209013,0.0,1.0,,121.0,Sí,0,1,,sí,sí
626,2300626,0,1,0.0,comercio alimentacion,2003-11-17,,0,984,30411,8928.879064163324,,25,4.04336188534112,0.0,0.0,,72.6,Sí,0,1,,sí,sí
627,2300627,0,1,0.0,fontaneria,2020-09-13,,0,1134,37318,13286.705982388505,,35,5.490023785709136,0.0,0.0,,72.6,Sí,1,0,,sí,sí
628,2300628,0,1,0.0,restauracion,2004-07-16,,0,684,54940,22534.22023808426,,26,8.55990856953934,0.0,1.0,,72.6,Sí,0,0,,sí,sí
629,2300629,0,1,0.0,construccion,2004-06-05,,0,805,37413,14643.895845467512,,43,5.940568266553667,0.0,,,72.6,Sí,0,0,,sí,sí
630,2310630,1,0,11.0,construccion,2015-03-10,,13486,776,130516,54135.95670234283,,41,19.05069422628883,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
631,2310631,1,0,4.0,construccion,2012-07-01,,5456,921,253732,99497.5615382228,,50,34.10932475178558,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
632,2310632,1,0,10.0,construccion,2017-02-20,,11470,967,117580,43706.16755541162,,33,15.588331247934864,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
633,2300633,0,1,0.0,restauracion,2022-02-12,,0,882,48033,19580.4839800314,,36,7.579360744110567,0.0,0.0,,72.6,Sí,0,1,,sí,sí
634,2300634,0,1,0.0,restauracion,2005-08-05,,0,1079,37068,13868.304097619448,,40,5.683096124381349,0.0,0.0,,72.6,No,1,1,,sí,sí
635,2300635,0,1,0.0,fontaneria,2019-09-25,,0,793,51882,18160.50076082495,,34,7.107970837871583,0.0,1.0,,72.6,Sí,0,0,,sí,sí
636,2300636,0,1,0.0,peluqueria,2020-11-03,,0,1143,47749,13985.836954834034,,25,5.722113347819628,0.0,1.0,,72.6,Sí,0,1,,sí,sí
637,2310637,1,0,12.0,construccion,2005-11-19,,13800,968,189940,64219.51862981336,,27,22.39812062348364,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
638,2310638,1,0,20.0,construccion,2009-03-05,,24760,589,119601,36623.911541529415,,29,13.23724431029476,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
639,2300639,0,1,2.0,restauracion,2018-04-29,,2542,669,1016346,408750.6185999861,,58,136.77164329237513,61.72777794362791,0.0,,142.45,Sí,0,1,1.0,sí,sí
640,2300640,0,1,0.0,fontaneria,2009-06-17,,0,1003,42587,14477.866762088348,,33,5.8854518165925285,0.0,1.0,,72.6,Sí,0,0,,sí,sí
641,2300641,0,1,1.0,fontaneria,2019-12-03,,1674,522,70337,24425.147686277847,,31,9.187637193689444,0.0,0.0,,121.0,Sí,0,1,,no,sí
642,2300642,0,1,2.0,ingenieria,2005-12-19,,3166,985,76343,29539.202996524284,,33,10.88534320921917,0.0,0.0,,142.45,Sí,0,1,,no,sí
643,2300643,0,1,0.0,informatica,2022-03-09,,0,822,35683,14268.013305782206,,38,5.815787048900864,0.0,1.0,,72.6,Sí,0,0,,no,sí
644,2300644,0,1,1.0,construccion,2004-07-24,,1418,1069,77072,25765.075182117373,,29,9.632451109859392,0.0,1.0,,121.0,Sí,0,1,,sí,sí
645,2300645,0,1,2.0,construccion,2006-07-07,,2946,1167,417741,139893.61417420462,,45,47.51954763818159,0.0,0.0,,142.45,Sí,0,1,,sí,sí
646,2310646,1,0,20.0,construccion,2021-11-06,,30380,994,627918,188164.41601893707,,62,63.54394035486824,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
647,2300647,0,1,0.0,restauracion,2016-05-23,,0,743,364222,125317.70409922834,,65,42.68080251031258,0.0,0.0,,72.6,Sí,0,0,0.0,sí,sí
648,2300648,0,1,0.0,restauracion,2008-06-07,,0,729,51719,16439.95600733063,,22,6.536803926136586,0.0,0.0,,72.6,No,1,1,,sí,sí
649,2300649,0,1,0.0,limpieza,2010-01-01,,0,558,49989,15158.137856797808,,43,6.111280490632347,0.0,0.0,,72.6,Sí,0,1,,sí,sí
650,2310650,1,0,10.0,construccion,2005-11-06,,15580,620,19396,6788.96239629312,,31,3.332976647133654,0.0,0.0,4.0,460.0,Sí,0,1,1.0,sí,sí
651,2300651,0,1,1.0,restauracion,2001-11-04,,1613,656,693912,232772.59914204,,52,78.35245849471097,0.0,0.0,,121.0,Sí,0,1,,no,sí
652,2300652,0,1,0.0,restauracion,2006-05-24,,0,727,37425,14123.68090960482,,40,5.767873218806923,0.0,0.0,,72.6,Sí,1,1,,sí,sí
653,2310653,1,0,16.0,construccion,2019-04-19,,24080,789,140482,51813.59376105488,,33,18.279742545776426,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
654,2310654,1,0,10.0,construccion,2008-12-06,,17500,1130,126608,40541.71577541777,,43,14.537832476053095,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
655,2300655,0,1,0.0,componentes electronicos,2012-02-15,,0,958,50102,20268.713627633024,,41,7.807831408175967,0.0,0.0,,72.6,Sí,0,1,,sí,sí
656,2310656,1,0,10.0,construccion,2003-09-15,,15250,731,173926,63096.50098348574,,39,22.02531397630161,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
657,2300657,0,1,2.0,restauracion,2012-06-15,,2226,956,78949,25174.84206567314,,37,9.436512221528533,0.0,0.0,,142.45,Sí,0,0,1.0,sí,sí
